Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity
"Feb 07, 2018",89.61,90.49,91.77,89.2,41.11M
"Feb 06, 2018",91.33,86.89,91.47,85.25,68.00M
"Feb 05, 2018",88.0,90.56,93.24,88.0,51.03M
"Feb 02, 2018",91.78,93.64,93.97,91.5,47.87M
"Feb 01, 2018",94.26,94.79,96.07,93.58,47.23M
"Jan 31, 2018",95.01,93.75,95.4,93.51,48.76M
"Jan 30, 2018",92.74,93.3,93.66,92.1,38.64M
"Jan 29, 2018",93.92,95.14,95.45,93.72,31.57M
"Jan 26, 2018",94.06,93.12,94.06,92.58,29.17M
"Jan 25, 2018",92.33,92.47,93.24,91.93,26.38M
"Jan 24, 2018",91.82,92.55,93.43,91.58,33.28M
"Jan 23, 2018",91.9,91.9,92.3,91.54,23.41M
"Jan 22, 2018",91.61,90.0,91.62,89.74,23.60M
"Jan 19, 2018",90.0,90.14,90.61,89.66,36.88M
"Jan 18, 2018",90.1,89.8,90.67,89.66,24.16M
"Jan 17, 2018",90.14,89.08,90.28,88.75,25.62M
"Jan 16, 2018",88.35,90.1,90.79,88.01,36.60M
"Jan 12, 2018",89.6,88.67,89.78,88.45,24.27M
"Jan 11, 2018",88.08,88.13,88.13,87.24,17.81M
"Jan 10, 2018",87.82,87.86,88.19,87.41,18.65M
"Jan 09, 2018",88.22,88.65,88.73,87.86,19.48M
"Jan 08, 2018",88.28,88.2,88.58,87.6,22.11M
"Jan 05, 2018",88.19,87.66,88.41,87.43,23.41M
"Jan 04, 2018",87.11,86.59,87.66,86.57,21.91M
"Jan 03, 2018",86.35,86.06,86.51,85.97,26.06M
"Jan 02, 2018",85.95,86.12,86.31,85.5,22.48M
"Dec 29, 2017",85.54,85.63,86.05,85.5,18.72M
"Dec 28, 2017",85.72,85.9,85.93,85.55,10.59M
"Dec 27, 2017",85.71,85.65,85.98,85.22,14.68M
"Dec 26, 2017",85.4,85.31,85.53,85.03,9.89M
"Dec 22, 2017",85.51,85.4,85.63,84.92,14.15M
"Dec 21, 2017",85.5,86.05,86.1,85.4,17.99M
"Dec 20, 2017",85.52,86.2,86.3,84.71,23.67M
"Dec 19, 2017",85.83,86.35,86.35,85.27,23.52M
"Dec 18, 2017",86.38,87.12,87.5,86.23,22.28M
"Dec 15, 2017",86.85,85.26,87.09,84.88,53.94M
"Dec 14, 2017",84.69,85.43,85.87,84.53,19.31M
"Dec 13, 2017",85.35,85.74,86.0,85.17,22.06M
"Dec 12, 2017",85.58,85.31,86.05,85.08,23.92M
"Dec 11, 2017",85.23,84.29,85.37,84.12,22.86M
"Dec 08, 2017",84.16,83.63,84.58,83.33,24.49M
"Dec 07, 2017",82.49,82.54,82.8,82.0,23.18M
"Dec 06, 2017",82.78,81.55,83.14,81.43,26.16M
"Dec 05, 2017",81.59,81.34,82.68,80.98,26.15M
"Dec 04, 2017",81.08,84.42,84.43,80.7,39.09M
"Dec 01, 2017",84.26,83.6,84.81,83.22,29.53M
"Nov 30, 2017",84.17,83.51,84.52,83.34,33.05M
"Nov 29, 2017",83.34,84.71,84.92,83.17,27.38M
"Nov 28, 2017",84.88,84.07,85.06,84.02,21.93M
"Nov 27, 2017",83.87,83.31,83.98,83.3,18.27M
"Nov 24, 2017",83.26,83.01,83.43,82.78,7.43M
"Nov 22, 2017",83.11,83.83,83.9,83.04,20.55M
"Nov 21, 2017",83.72,82.74,83.84,82.74,21.24M
"Nov 20, 2017",82.53,82.4,82.59,82.25,16.31M
"Nov 17, 2017",82.4,83.12,83.12,82.24,22.08M
"Nov 16, 2017",83.2,83.1,83.42,82.94,20.96M
"Nov 15, 2017",82.98,83.47,83.69,82.69,19.38M
"Nov 14, 2017",84.05,83.5,84.1,82.98,18.80M
"Nov 13, 2017",83.93,83.66,83.94,83.46,14.20M
"Nov 10, 2017",83.87,83.79,84.09,83.23,19.40M
"Nov 09, 2017",84.09,84.11,84.27,82.9,21.18M
"Nov 08, 2017",84.56,84.14,84.61,83.83,18.03M
"Nov 07, 2017",84.27,84.77,84.9,83.93,17.94M
"Nov 06, 2017",84.47,84.2,84.7,84.08,19.86M
"Nov 03, 2017",84.14,84.08,84.54,83.4,17.63M
"Nov 02, 2017",84.05,83.35,84.46,83.12,23.99M
"Nov 01, 2017",83.18,83.68,83.76,82.88,22.31M
"Oct 31, 2017",83.18,84.36,84.36,83.11,27.09M
"Oct 30, 2017",83.89,83.7,84.33,83.11,31.76M
"Oct 27, 2017",83.81,84.37,86.2,83.61,71.07M
"Oct 26, 2017",78.76,79.2,79.42,78.75,32.12M
"Oct 25, 2017",78.63,78.58,79.1,78.01,20.41M
