,Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity,Month,Year,Day_Perc_Change,Trend
28,2019-09-16,136.33,135.83,136.7,135.66,16730000,9,2019,-0.7715263119586369,Slight negative
29,2019-09-13,137.32,137.78,138.06,136.57,23360000,9,2019,0.7261791241839566,Slight positive
30,2019-09-12,137.52,137.85,138.42,136.87,27010000,9,2019,0.14564520827267113,Slight or No change
31,2019-09-11,136.12,135.91,136.27,135.09,24730000,9,2019,-1.018033740546831,Negative
32,2019-09-10,136.08,136.8,136.89,134.51,28900000,9,2019,-0.029385836027029377,Slight or No change
33,2019-09-09,137.52,139.59,139.75,136.46,25770000,9,2019,1.058201058201047,Positive
34,2019-09-06,139.1,140.03,140.18,138.2,20820000,9,2019,1.148923792902834,Positive
35,2019-09-05,140.05,139.11,140.38,138.76,26120000,9,2019,0.6829618979151908,Slight positive
36,2019-09-04,137.63,137.3,137.69,136.48,18020000,9,2019,-1.7279543020349952,Negative
37,2019-09-03,136.04,136.61,137.2,135.7,18880000,9,2019,-1.1552713797863823,Negative
38,2019-08-30,137.86,139.15,139.18,136.27,23950000,8,2019,1.337841811231999,Positive
39,2019-08-29,138.12,137.25,138.44,136.91,20180000,8,2019,0.18859712752066216,Slight or No change
40,2019-08-28,135.56,134.88,135.76,133.55,17410000,8,2019,-1.8534607587604945,Negative
41,2019-08-27,135.74,136.39,136.72,134.66,23120000,8,2019,0.13278253172026577,Slight or No change
42,2019-08-26,135.45,134.99,135.56,133.9,20330000,8,2019,-0.21364373066157238,Slight or No change
43,2019-08-23,133.39,137.19,138.35,132.8,38520000,8,2019,-1.520856404577342,Negative
44,2019-08-22,137.78,138.66,139.2,136.29,18710000,8,2019,3.2911012819551777,Among top gainers
45,2019-08-21,138.79,138.55,139.49,138.0,14980000,8,2019,0.7330526926984993,Slight positive
46,2019-08-20,137.26,138.21,138.71,137.24,21190000,8,2019,-1.102384898047415,Negative
47,2019-08-19,138.41,137.85,138.55,136.88,24370000,8,2019,0.8378260236048485,Slight positive
48,2019-08-16,136.13,134.88,136.46,134.72,25030000,8,2019,-1.6472798208222006,Negative
49,2019-08-15,133.68,134.39,134.58,132.25,28130000,8,2019,-1.7997502387423703,Negative
50,2019-08-14,133.98,136.36,136.92,133.67,32530000,8,2019,0.2244165170556478,Slight or No change
51,2019-08-13,138.6,136.05,138.8,135.0,25500000,8,2019,3.4482758620689724,Among top gainers
52,2019-08-12,135.79,137.07,137.86,135.24,20480000,8,2019,-2.0274170274170333,Negative
53,2019-08-09,137.71,138.61,139.38,136.46,23470000,8,2019,1.4139480079534694,Positive
54,2019-08-08,138.89,136.6,138.99,135.93,27500000,8,2019,0.8568731392055717,Slight positive
55,2019-08-07,135.28,133.79,135.65,131.83,33409999,8,2019,-2.5991792065663377,Negative
56,2019-08-06,134.69,133.8,135.68,133.21,32700000,8,2019,-0.4361324659964527,Slight or No change
57,2019-08-05,132.21,133.3,133.93,130.78,42750000,8,2019,-1.8412651273294167,Negative
58,2019-08-02,136.9,138.09,138.32,135.26,30790000,8,2019,3.547386733227431,Among top gainers
59,2019-08-01,138.06,137.0,140.94,136.93,40560000,8,2019,0.8473338203067948,Slight positive
60,2019-07-31,136.27,140.33,140.49,135.08,38600000,7,2019,-1.2965377372156972,Negative
61,2019-07-30,140.35,140.14,141.22,139.8,16850000,7,2019,2.994055918397298,Positive
62,2019-07-29,141.03,141.5,141.51,139.37,16610000,7,2019,0.4845030281439344,Slight or No change
63,2019-07-26,141.34,140.37,141.68,140.3,19040000,7,2019,0.21981138764801678,Slight or No change
64,2019-07-25,140.19,140.43,140.61,139.32,18360000,7,2019,-0.8136408659968897,Slight negative
